title,pageid,wikitext
"Kalendere kış geliyor demişler, titremeye hazırım diye cevap vermiş",231460,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kalendere]] kış geliyor demişler, titremeye hazırım diye cevap vermiş

:[1] Yaşamanın felsefesine eren kişi, en sevimsiz, dahası rahatsız durumları bile hoş karşılar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kalın incelene kadar ince üzülür,231455,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kalın]] incelene kadar ince üzülür

:[1] Güçlü ile zayıfın, zengin ile fakirin, bir hastalığa, bir sıkıntıya, bir zarara dayanmayetenekleri aynı değildir. Güçlü gücünden bir parçasını yitirerek zayıflar; ama zayıf o kadar gücüyitirince ölecek duruma düşer.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kalıp kıyafetle adam adam olmaz,231456,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kalıp]] kıyafetle adam adam olmaz

:[1] Gösterişli bir vücut, iyi bir giyim-kuşam, kişiye insanlık değeri kazandırmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kalkacağın yere oturma,231461,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kalkacağın]] yere oturma

:[1] Kişi, layık olmadığı, er geç uzaklaştırılacağı işe girmemelidir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kalp kazanır, kaltaban gönenir",231462,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kalp]] kazanır, kaltaban gönenir

:[1] İş becerme yeteneği bulunmayan kişi, düzenbazın kendisine yutturduğu şeyi kazanç sanır. Oysa, işini yürütmüş olan, düzenbazdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kan kus, kızılcık şerbeti içtim de",231466,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kan]] kus, kızılcık şerbeti içtim de

:[1] Kişisel dertlerimizi içimizde saklamalı, başkalarının öğrenmesine meydan vermemeliyiz. Dahası, kötü olan durumumuzu iyi gibi göstermeye çalışmalıyız.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kan, kanla yunmaz",210355,"{{Haftanın Atasözü|51|2007}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kan]], [[kan]]la [[yunmak|yunmaz]]

:[1] ""Halk arasında meydana gelen kargaşa, itaatsizlik ancak barışçı yöntemlerle dindirilir"" anlamında bir söz.

====Köken====
:[1] {{k|dil=tr|otk}} [[Qanıg kan birle yumas]]

====Eş anlamlılar====
:[1] [[Ateş alev ile söndürülmez]]

====Kaynakça====
*{{Erdi, Seçkin-DLT-2005}}"
Kanaat gibi devlet olmaz,181594,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Kanaat gibi [[devlet]] olmaz

:[1] ""Elindekiler ile yetinmesini bilen kimse sıkıntı çekmez"" anlamında bir söz."
Kanatsız kuş uçmaz,231464,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
kanatsız kuş uçmaz atasözünün anlamı

:[1] Gereken koşullarla donanıp güçlenmeyen kişi amaca varamaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kancık yalanmadan erkek dolanmaz,231465,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kancık]] yalanmadan erkek dolanmaz

:[1] Kişi, çıkar sağlamayı düşündüğü kimsenin yakınlık gösterip umut vermesi üzerine tasarısını gerçekleştirir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kanı kanla yumazlar, kanı su ile yurlar",231463,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kanı]] kanla yumazlar, kanı su ile yurlar

:[1] Kötü bir durum, kötülüğü sürdürecek davranışlarla düzelmez. Buna son verebilecekdavranışlarla düzelir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kar erir, bok ayaza çıkar",231492,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kar]] erir, bok ayaza çıkar

:[1] Kirlilikleri örten durum ortadan kalkınca bütün kötülükleri herkes görür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kar kuytuda, para pintide eğleşir",231493,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
sirkesi sarımsağını hesap eden paçayı yiyemez"
Kar ne kadar çok yağsa yaza kalmaz,231494,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kar]] ne kadar çok yağsa yaza kalmaz

:[1]Uygun bir ortamda bol bol bulunan şey, ortamın uygunluğunu yitirmesiyle yok olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kar susuzluk kandırmaz,231495,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kar]] susuzluk kandırmaz

:[1] Gerçek gereksemeler, avutucu, oyalayıcı şeylerle karşılanamaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kar yağdığı gün tozar,231497,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kar]] yağdığı gün tozar

:[1] Kalıcı ya da doyurucu olmayan kazanç çabucak tükenir. Sürekli ve doyurucu bir kazanç yolubulmak gerek.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kar yılı var yılı,231496,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kar]] yılı var yılı

:[1] Kar yağdığı yıl ürün bol olur, çiftçinin eline bol para geçer.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kar, zararın kardeşidir",231468,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kar]], zararın kardeşidir

:[1] Ticaretle uğraşan kimse; sadece kar edeceğini düşünmemeli, zarar etmeyi de göze almalıdır.Alışverişte kar ve zarar birlikte gider.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kara gün kararıp kalmaz,231476,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kara]] gün kararıp kalmaz

:[1] İnsanın sıkıntılı zamanı sürüp gitmez, arkasından keyifli günler de gelir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}

AQ"
Kara haber tez duyulur,231477,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}	
[[Kara]] haber tez duyulur

:[1] Ölüm gibi, başka felaketler gibi haberler, bununla ilgili kimselerin kulağına çabuk yetişir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Karakışta karlar, martta yağmaz, nisanda durmazsa değme çiftçinin keyfine",231474,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karakışta]] karlar, martta yağmaz, nisanda durmazsa değme çiftçinin keyfine

:[1] Kara kışta kar yağar, martta yağış olmaz, nisanda da çok yağmur yağarsa o yıl bol ürün alınır;çiftçinin yüzü güler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Karaya sabun, deliye öğüt neylesin",231475,"==Türkçe==
=== Karaya sabun,deliye öğüt neylesinAtasözü===
{{başlık başı|tr|atasözü}}
[[Karaya]] sabun, deliye öğüt neylesin

:[1] Özü bozuk olan şey, düzeltme çabalarıyla iyi duruma getirilemez.
Sinan Kaçtaş 
====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}
Sinan Kaçtaş"
Kardeş kardeşi atmış yar başında tutmuş,380181,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kardeş]] kardeşi atmış yar başında tutmuş

:[1] Kardeşler ne kadar birbirine düşman olsalar da sonunda gene sahip çıkarlar.

====Kaynakça====
*http://www.karaozununsesi.net/haber_oku.asp?haber=59"
Kardeş kardeşin ne öldüğünü ister; ne onduğunu,231480,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kardeş]] kardeşin ne öldüğünü ister; ne onduğunu

:[1] Kardeş, kardeşe ziyan gelmesini istemez. Ama onun kendisinden üstün durumda olmasını da kıskanır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kardeşim ağa, avradı hatın, almaz beni kulluğa satın",231478,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kardeşim]] ağa, avradı hatın, almaz beni kulluğa satın

:[1] Evlenen kişinin karısına verdiği değer, kardeşine karşı olan sevgisini bastırır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kardeşim olsun da kanlım olsun,231479,"Kardeşim olsunda kanlım olsun

==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kardeşim]] olsun da kanlım olsun

:[1] Kendisine çok büyük kötülük de yapsa, insan kardeşinden vazgeçemez. Çünkü kardeş, sırası gelince, eski yaptıklarını unutturacak kadar büyük yardımda ve iyilikte bulunur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karga dermiş ki: Çocuklarım olalı burnumu göme göme bok yiyemedim,231482,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karga]] dermiş ki: Çocuklarım olalı burnumu göme göme bok yiyemedim

:[1] Ana-baba çocukları için her türlü özveriye katlanırlar. Kendilerinden çok onları düşünürler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karga kekliği taklit edeyim derken kendi yürüyüşünü şaşırmış,231483,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karga]] kekliği taklit edeyim derken kendi yürüyüşünü unutmuş

:[1] Görgüsüz kişi, görgülü kişinin yaptığını yapmaya kalkışırsa beceremez, kendisinin doğaldavranışını da yitirir, gülünç olur.

====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karga mandayı babası hayrına bitlemez,231484,"{{Haftanın Atasözü|37|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karga]] mandayı babası hayrına [[bitlemek|bitlemez]]

:[1] Bir kimse başkasına hizmet ediyorsa bunda kendisinin de bir çıkarı vardır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karga şakırdamış bülbülüm sanmış,231481,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karga]] şakırdamış bülbülüm sanmış

:[1] Bir ustayı taklit eden aptal, kendini ustalığa yükselmiş gibi görür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Karga yavrusuna bakmış, benim ak pak evladım demiş",231485,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karga]] yavrusuna bakmış, benim ak pak evladım demiş

:[1] Kişi kendi çocuğunu güzel, kendi eserini kusursuz görür. Başkalarına göre ne denli çirkin vekusurlu olurlarsa olsunlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Karıkoca bir sözle yakın, bir sözle uzaktır",231469,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karıkoca]] bir sözle yakın, bir sözle uzaktır

:[1] Bir kadınla bir erkek, birbirlerine bağlandıklarını bildiren bir sözle karı-koca olurlar. Böylebir bağın kalmadığını bildiren bir sözle de yabancı olurlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karın tok it gölgede yatar,231473,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Karnı tok it gölgede yatar

:[1] Akılsız kişi bugün karnını doyurunca yanını düşünmez, yan gelir yatar, keyfine bakar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karınca kanatlanınca serçe oldum sanır,231472,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karınca]] kanatlanınca serçe oldum sanır

:[1] Eline geçici ve önemsiz bir güç geçen kişi, sürekli güçlü oldum sanır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Karıncadan ibret al, yazdan kışı karşılar",231470,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karıncadan]] ibret al, yazdan kışı karşılar

:[1] Kişi çalışıp kazanabildiği zamanı boş geçirmemeli, çalışamayacağı günler için geçimini sağlayacak varlık edinmelidir..

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karıncanın zevali gelince kanatlanır,380169,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karınca]]nın zevali gelince kanatlanır

:[1] Her yükseliş, bir düşüşle sona erer. Her olgunluğun bir bozulması söz konusudur. Doruğun sona erdiği bir nokta mutlaka vardır. Her imparatorluk, sonunda parçalanır. Bütün bunlar yanında bir kişi eğer fazla layık olmadığı bir gelişme gösterir veya bulunduğu durumun ötesinde hareketlerle taşkınlıkta bulunursa artık düşüş yakın sayılır, son gelmiş demektir.Karıncaya da yürümek takdir edilmişken uçmaya kalkması sonunun pek yakın olduğunu gösterir.

====Açıklamalar====
:Zeval: Yok olma, sona erme

====Kaynakça====
*İskender Pala, Sözün Özünden Dünden Bugüne Atasözleri, Kapı yayınları, 2010."
Karıncazevali gelince kanatlanır,231471,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karıncazevali]] gelince kanatlanır

:[1] Kişi, layık olmadığı aşamaya yükselir, ya da durumunun gereklerine aykırı taşkınlıklarda bulunursa artık düşecek demektir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karpuz kabuğunu görmeden denize girme,231487,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karpuz]] kabuğunu görmeden denize girme

:[1] Bir işin en uygun zamanı gelmeden yapma; denize girmek için karpuzun olgunlaşma zamanını beklediğin gibi bekle.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karpuz kabuğuyla büyüyen eşeğin ölümü sudan olur,231488,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karpuz]] kabuğuyla büyüyen eşeğin ölümü sudan olur

:[1] Özensiz, üstünkörü yapılan iş, hiçten bir nedenle bozulur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karpuz kesmekle bararet sönmez,231489,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karpuz]] kesmekle bararet sönmez

:[1] Size kötülük yapmış olan bir kimseden başkasına zarar vermekle o kimseden öç almış olamazsınız.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Karpuz kesmekle hararet sönmez,331529,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Karpuz]] kesmekle [[hararet]] sönmez

:[1] Size [[kötülük]] yapmış olan bir kimseden başkasına zarar vermekle o kişiden [[öç]] almış olmazsınız."
Karpuz kökeninde büyür,231486,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
# Çocuk ana baba ocağında, herhangi bir kişi doğup büyüdüğü çevrede yetişir, gelişir.

===Kaynakça===
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kartala bir ok değmiş, yine kendi yeleğinden",231491,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kartala]] bir ok değmiş, yine kendi yeleğinden

:[1] Bir kimseye en büyük kötülüğü kendisine çok yakın olanlar yapar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kartalın beğenmediğini kargalar kapışır,231490,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kartalın]] beğenmediğini kargalar kapışır

:[1] Zenginlerin beğenmeyip attıkları nesneler, yoksullar için değerli mallardır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kasap, yağı bol olunca gerisini yağlar",231500,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kasap]], yağı bol olunca gerisini yağlar

:[1] Elinde kendisine gerek olandan artık şey bulunan kimse, bunu gereksiz yere savurup telef eder.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kasavetsiz ağız anahtarsız açılır,231501,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kasavetsiz]] ağız anahtarsız açılır

:[1] Sıkıntısı olan kimseye bir şey söyletmek güçtür. Ama sıkıntısı, kaygısı olmayan kimse, bolbol, rahat rahat konuşur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kasım yüz elli, yaz belli",231499,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kasım]] yüz elli, yaz belli

:[1] Kasımın 150- günü (8 nisan) olunca kötü havalar geçer, yazın ucu görünür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kasımdan on gün evvel ek, on gün sonra ekme",231498,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kasımdan]] on gün evvel ek, on gün sonra ekme

:[1] Ekim zamanı kasımdan on gün önce biter. Kasımdan on gün sonra ekilen tohum verimliolmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kaş çatmakla çatık kaşık olunmaz,231441,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kaş]] çatmakla çatık kaşık olunmaz

:[1] Görünüşü benzetmekle övülecek bir nitelik kazanılamaz. Belki eski durumdan da kötü bir duruma düşülür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kaş ile göz, gerisi söz",231442,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kaş]] ile göz, gerisi söz

:[1] Güzellik, her şeyden önce kaş ve göz güzelliğidir. Vücudun başka yerlerinin güzel olması önemli değildir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kaşığı herkes yapar ama sapını ortaya getiremez,231440,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kaşığı]] herkes yapar ama sapını ortaya getiremez

:[1] Her işin kendine özgü bir inceliği vardır. Bu yerine getirilmedikçe o iş başarılmış sayılamaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Katıra baban kim? demişler, dayım at demiş",231502,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Katıra]] baban kim? demişler, dayım at demiş

:[1] Aşağılık duygusu içinde bulunan kişi, kendisini olduğu gibi göstermeye utanır da kötüyönünü gizler, sadece iyi yönüyle övünür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Katrandan olmaz şeker, olsa da cinsine çeker",231503,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Katrandan]] olmaz şeker, olsa da cinsine çeker

:[1] Kötü soylu şey ve kişi iyiye dönmez. Ona iyi niteliği kazandırmak için ne denli uğraşılırsa uğraşılsın yine aslından bir kötü iz kalır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kavak uzaya uzaya göğe yetmez,231505,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kavak]] uzaya uzaya göğe yetmez

:[1] Hangi alanda olursa olsun, ilerleyişin bir sınırı vardır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kavak, yaprağını tepeden dökerse kış çok olur",231504,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kavak]], yaprağını tepeden dökerse kış çok olur

:[1] Kavak ağacının yaprakları tepeden dökülmeye başlar, aşağıdakiler, daha sonra dökülürse o yıl kış zorlu olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kavanoz dipli dünya,231506,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kavanoz]] dipli dünya

:[1] Sürekli olarak durum değiştiren, hiçbir durumuna güvenilemeyen, üstünde yaşayanlara vefası olmayan bir dünyada yaşıyoruz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kavgada kılıç ödünç verilmez,231507,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kavgada]] kılıç ödünç verilmez

:[1] Kişi, savunma silahını başkasına verip kendisini savunamayacak ve yenilgiye uğrayacak duruma düşmemelidir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kavun, karpuz yata yata büyür",231508,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kavun]], karpuz yata yata büyür

:[1] Bu söz tembel yatanlara takılmak için söylenir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kavurganın yananı sıçrar,231509,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kavurganın]] yananı sıçrar

:[1] Bir topluluğu tedirgin eden durumdan en çok zarar gören kişi sesini yükseltir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kaya uçmazsa dere dolmaz,231511,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kaya]] uçmazsa dere dolmaz.

1-İnsanlar hep susmalıdırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
